year,artists_id,danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,explicit,duration_ms,popularity,Unnamed: 19
1924,825032.0,0.626,0.452,0.835,125.29299999999999,-12.341,0.0,7.0,0.968,0.0252,0.11900000000000001,0.0698,0.0,200067.0,0.0,
1925,639789.0,0.531,0.17,0.805,165.165,-14.5,1.0,5.0,0.991,0.174,0.126,0.0771,0.0,197787.0,27.0,
1926,639789.0,0.636,0.46799999999999997,0.922,109.831,-12.714,1.0,5.0,0.9209999999999999,0.8109999999999999,0.0726,0.0575,0.0,188040.0,6.0,
1927,543854.0,0.44,0.2085,0.504,74.47399999999999,-10.8095,1.0,2.5,0.9525,0.0007033,0.305,0.05935,0.0,182420.0,1.5,
1928,795890.75,0.7125,0.33425,0.794,137.31425,-11.7545,0.75,6.75,0.9635,0.472225,0.09935,0.065025,0.0,182643.25,14.5,
1930,722554.0,0.632,0.22999999999999998,0.4395,117.207,-12.005,1.0,5.0,0.925,0.5475,0.277,0.0346,0.0,187353.5,0.5,
1932,451653.0,0.5397777777777778,0.3577777777777778,0.6591444444444444,151.03788888888892,-11.361333333333333,0.6666666666666666,4.444444444444445,0.871,0.26230315555555556,0.22096666666666664,0.06983333333333333,0.0,177823.55555555556,4.444444444444445,
1934,639789.0,0.6230714285714286,0.28571428571428575,0.6830714285714284,134.60585714285713,-12.723785714285716,0.7142857142857143,4.285714285714286,0.9407142857142857,0.5624849071428571,0.22872857142857148,0.07006428571428572,0.0,187017.14285714287,1.7857142857142858,
1935,805930.0,0.748,0.526,0.858,109.655,-10.356,1.0,1.0,0.9229999999999999,0.89,0.0966,0.0374,0.0,182653.0,8.0,
1936,400327.35294117645,0.5669411764705883,0.2752411764705882,0.5854470588235293,124.43199999999997,-15.432235294117651,0.5294117647058824,4.588235294117647,0.8641176470588237,0.50644442,0.1796294117647059,0.05645294117647059,0.0,182005.5294117647,3.5294117647058822,
1937,810263.1153846154,0.6260576923076925,0.3390192307692308,0.7465384615384616,132.48782692307694,-12.69326923076923,0.5961538461538461,4.6923076923076925,0.8857499999999999,0.4780553578846153,0.22750769230769233,0.09842884615384616,0.0,170130.53846153847,5.6923076923076925,
1938,572232.5833333334,0.5245000000000001,0.2590333333333333,0.46265833333333334,115.64966666666668,-11.5235,0.5833333333333334,4.333333333333333,0.9265,0.28009124999999996,0.224225,0.048808333333333336,0.0,212038.91666666666,13.25,
1939,867382.1935483871,0.46483870967741936,0.24855161290322583,0.4467741935483872,109.58077419354841,-12.865516129032256,0.6774193548387096,5.387096774193548,0.9436451612903225,0.4441092677419355,0.2514516129032258,0.06695806451612903,0.0,175673.96774193548,16.677419354838708,
1940,745218.7777777778,0.697888888888889,0.43311111111111106,0.7907777777777778,111.30666666666666,-10.922333333333334,0.5555555555555556,5.555555555555555,0.7931111111111111,0.21974677777777774,0.12233333333333334,0.04334444444444444,0.0,176770.33333333334,10.0,
1941,458520.0,0.29833333333333334,0.276,0.15856666666666666,125.74633333333333,-12.209999999999999,0.3333333333333333,1.6666666666666667,0.9193333333333333,0.18113846666666666,0.13933333333333334,0.059533333333333334,0.0,202640.0,2.6666666666666665,
1942,723098.8928571428,0.6508571428571429,0.26096785714285714,0.64275,133.50925000000004,-15.831392857142859,0.75,4.464285714285714,0.8423928571428573,0.5604560714285716,0.1840785714285714,0.15598928571428572,0.0,194053.7857142857,7.0,
1944,324775.2,0.5195599999999999,0.36870800000000004,0.6872799999999999,132.57819999999998,-10.773800000000001,0.84,4.32,0.90136,0.6715144000000001,0.13156,0.059140000000000005,0.0,204185.76,2.24,
1945,574714.2352941176,0.5149607843137255,0.32821176470588237,0.4775450980392157,120.19529411764707,-13.275647058823525,0.6274509803921569,4.666666666666667,0.8538235294117646,0.36312828117647056,0.22968627450980372,0.04610588235294119,0.0,198217.80392156861,4.0,
1946,395916.0,0.5372222222222222,0.3413666666666667,0.6714814814814815,123.35696296296298,-12.184037037037035,0.6666666666666666,4.62962962962963,0.8994074074074073,0.25894764814814814,0.20094074074074073,0.10688148148148148,0.0,179745.03703703705,6.222222222222222,
1947,589833.75,0.5068750000000001,0.539875,0.81775,127.97849999999997,-11.178,0.625,4.75,0.899375,0.7603854125,0.4261250000000001,0.1227625,0.0,308591.625,0.375,
1948,162677.0,0.41488888888888886,0.6383333333333334,0.33555555555555555,106.07433333333333,-9.209222222222222,0.4444444444444444,4.888888888888889,0.9146666666666666,0.5650444444444445,0.9292222222222224,0.15124444444444443,0.0,294379.22222222225,3.2222222222222223,
1949,180673.4642857143,0.4624821428571429,0.2566375,0.46364285714285713,107.87116071428572,-17.305678571428576,0.7321428571428571,5.446428571428571,0.9062857142857144,0.5685182857142858,0.26157321428571434,0.06985714285714284,0.0,273727.35714285716,5.285714285714286,
1950,515963.8888888889,0.4616666666666667,0.1922555555555555,0.41242222222222225,111.1732444444444,-17.938666666666666,0.7111111111111111,4.8,0.9055333333333334,0.6641422222222224,0.15198444444444445,0.04882666666666666,0.0,185307.57777777777,6.2,
1951,359954.9913043478,0.5567565217391304,0.34330347826086954,0.577695652173913,113.83824347826088,-13.331252173913036,0.6521739130434783,4.2956521739130435,0.8342782608695654,0.41617249104347814,0.1835121739130435,0.05869913043478262,0.0,195617.28695652174,14.956521739130435,
1952,473302.27777777775,0.5152460317460318,0.27918015873015883,0.49915793650793655,113.32795238095237,-15.952063492063486,0.6825396825396826,5.134920634920635,0.8303571428571426,0.48949542079365105,0.14356428571428578,0.05829761904761906,0.0,176969.88095238095,11.674603174603174,
1953,435513.45652173914,0.505679347826087,0.32261413043478243,0.5360760869565214,116.48232065217401,-14.079999999999995,0.6358695652173914,4.934782608695652,0.8296923913043474,0.4999286345652176,0.16700597826086958,0.05494456521739131,0.0,219100.2010869565,7.869565217391305,
1954,460962.6666666667,0.5124753086419752,0.2990409876543208,0.5069407407407408,112.32839197530866,-14.676287037037044,0.5925925925925926,4.756172839506172,0.8459188271604945,0.5173977300925927,0.20336604938271616,0.05673364197530863,0.0,259044.6265432099,11.262345679012345,
1955,386763.3423236515,0.5224937759336101,0.3271190871369295,0.5077674273858923,112.12665767634849,-13.927244813277992,0.5601659751037344,5.109958506224066,0.805978215767635,0.37182331898340254,0.25704460580912863,0.05839336099585059,0.0,294300.3257261411,10.792531120331951,
1956,414011.1932059448,0.5219707006369424,0.3069194479830149,0.5046123142250529,112.3519532908705,-14.482008492568998,0.5944798301486199,4.658174097664544,0.832174097664544,0.4087966174734608,0.15299978768577485,0.05197622080679405,0.0,279693.4458598726,14.199575371549894,
1957,365827.65346534655,0.5389455445544559,0.28860701320132,0.5108090759075911,113.52363696369629,-14.745171617161716,0.5775577557755776,4.646864686468647,0.745476567656766,0.2615574152970295,0.1806107260726072,0.06795082508250828,0.0,330943.01485148515,18.09240924092409,
1958,343885.74587458745,0.48900330033003314,0.33154386138613867,0.49675280528052823,113.49160726072608,-14.186643564356439,0.5973597359735974,4.897689768976898,0.7596679867986798,0.29834616646864687,0.2276726072607261,0.06110264026402638,0.0,341449.61386138614,18.033003300330034,
1959,370393.82083333336,0.5277395833333334,0.2468321458333333,0.4344264583333331,110.50606458333336,-16.72559999999999,0.60625,4.639583333333333,0.7569447916666672,0.3552215073541669,0.16939979166666647,0.05857395833333341,0.0,289974.65,22.41875,
1960,404284.98045602604,0.5022990228013029,0.2642618892508145,0.4373674267100976,110.71222475570029,-15.903306188925086,0.5179153094462541,4.579804560260587,0.7769654723127041,0.3812938219218239,0.1800071661237785,0.05460879478827358,0.0,321424.1368078176,18.234527687296417,
1961,491687.18453865335,0.4897506234413962,0.2677352369077307,0.3947935162094762,109.06134164588539,-16.664346633416447,0.5985037406483791,4.561097256857855,0.7656199501246885,0.43109347376558593,0.1976528678304237,0.046024937655860354,0.0,359998.1346633416,19.266832917705734,
1962,417209.5714285714,0.4925518207282911,0.33063403361344534,0.4893302521008402,111.82469187675072,-14.789014005602251,0.5574229691876751,4.896358543417367,0.719875350140056,0.27815226439775936,0.2272983193277309,0.056131092436974755,0.0,312439.4481792717,20.089635854341736,
1963,384282.21639344265,0.5015901639344266,0.29676311475409856,0.446451475409836,109.53341967213125,-15.102718032786887,0.5508196721311476,4.675409836065573,0.7607265245901642,0.3677192214426227,0.18142196721311457,0.04516295081967215,0.0,323771.8032786885,24.298360655737707,
1964,418131.3278688525,0.5164467213114753,0.3111098360655738,0.44987827868852437,113.05184426229499,-15.193622950819675,0.5327868852459017,5.139344262295082,0.7853168032786878,0.3907571199999999,0.1748868852459018,0.05024918032786884,0.0,307448.3975409836,22.59016393442623,
1965,339892.3100775194,0.4870000000000001,0.34686434108527125,0.4726682170542634,116.09079069767435,-15.69106201550388,0.4418604651162791,4.922480620155039,0.7506511627906974,0.23197784217054274,0.21044651162790698,0.058947286821705434,0.0,389091.7984496124,24.031007751937985,
1966,442816.5869565217,0.5233260869565216,0.38923695652173906,0.5399652173913045,117.33441304347825,-15.026836956521745,0.4782608695652174,5.760869565217392,0.727633695652174,0.4531632923913044,0.18669130434782608,0.050702173913043505,0.0,312075.72826086957,26.630434782608695,
1967,486528.69863013696,0.518712328767123,0.3719315068493151,0.5006712328767124,115.47386301369863,-14.875753424657535,0.589041095890411,4.890410958904109,0.6369753424657535,0.3852790031506849,0.16155205479452062,0.04374931506849315,0.0,328259.3287671233,30.465753424657535,
1968,389176.5714285714,0.4768214285714287,0.396809821428571,0.4505866071428569,111.03773214285717,-14.325276785714284,0.6696428571428571,4.9375,0.5759806249999999,0.43712070714285706,0.18512678571428567,0.046818750000000006,0.0,323529.10714285716,27.491071428571427,
1969,460790.7166666667,0.48441666666666683,0.44148666666666686,0.49702333333333365,112.77140000000001,-14.78215,0.5166666666666667,4.983333333333333,0.6161104999999998,0.4526326071666667,0.17940499999999998,0.05270166666666666,0.0,367786.38333333336,30.233333333333334,
1970,477442.243902439,0.5418780487804876,0.4839853658536586,0.5001365853658535,113.29024390243904,-11.976341463414634,0.5121951219512195,4.902439024390244,0.5255487804878048,0.5300219512195121,0.1436878048780488,0.046109756097560975,0.0,536984.756097561,31.121951219512194,
1971,301981.54347826086,0.41980434782608705,0.505639347826087,0.4660608695652174,110.75806521739132,-13.519760869565218,0.6086956521739131,6.086956521739131,0.4686965434782609,0.5470668000000001,0.15562826086956522,0.05759347826086956,0.0,411388.1956521739,30.5,
1972,418393.45238095237,0.47878571428571426,0.5168238095238096,0.5914071428571429,116.44095238095241,-13.112047619047619,0.6190476190476191,6.023809523809524,0.5303952380952381,0.4160573047619048,0.19857380952380957,0.052702380952380966,0.0,393068.6904761905,31.5,
1973,444532.7192982456,0.5447894736842104,0.5946280701754386,0.6593105263157895,118.88543859649121,-12.318298245614036,0.6666666666666666,5.298245614035087,0.40265213333333316,0.49694927929824567,0.19164035087719297,0.050489473684210535,0.0,368510.8596491228,35.45614035087719,
1974,398064.87058823527,0.49936941176470595,0.4915611764705883,0.5552764705882355,118.36247058823531,-13.502047058823528,0.5058823529411764,5.070588235294117,0.49128952941176457,0.4755088152941177,0.16051058823529413,0.05306235294117645,0.0,462468.0117647059,30.976470588235294,
1975,364504.0483870968,0.4985483870967741,0.5226532258064517,0.5387854838709679,115.4108709677419,-13.851693548387097,0.5161290322580645,4.693548387096774,0.5112036774193548,0.5034844088709678,0.17842419354838715,0.05052580645161293,0.0,418337.6129032258,33.483870967741936,
1976,405415.75,0.5073157894736843,0.49334868421052636,0.5679499999999998,111.64523684210522,-13.934171052631577,0.4868421052631579,6.0131578947368425,0.47178289473684226,0.4991708131578949,0.14573552631578945,0.04466973684210527,0.0,347620.4868421053,33.60526315789474,
1977,289932.5714285714,0.5512539682539684,0.5081190476190476,0.5785285714285714,120.74553968253969,-12.81688888888889,0.5396825396825397,5.238095238095238,0.477125873015873,0.4846706507936508,0.14782539682539686,0.05335238095238095,0.0,355362.873015873,33.55555555555556,
1978,412657.76,0.51166,0.47078500000000006,0.512902,113.50218,-14.222539999999999,0.58,4.62,0.49080919999999995,0.4538190653999999,0.20282999999999998,0.044377999999999994,0.0,376592.94,32.98,
1979,377213.41025641025,0.6032820512820515,0.5413923076923077,0.6877179487179486,110.91228205128202,-13.467974358974358,0.6410256410256411,4.794871794871795,0.3933366666666666,0.4460316361538463,0.14069743589743597,0.046299999999999994,0.0,365880.8717948718,30.974358974358974,
1980,515599.0,0.6148717948717949,0.4200746153846154,0.5461205128205128,106.52156410256408,-15.12002564102564,0.5897435897435898,5.435897435897436,0.4763753846153847,0.4075467897435897,0.14131538461538462,0.05632051282051283,0.0,318954.8461538461,33.69230769230769,
1981,290557.2,0.5593636363636363,0.41029272727272736,0.5159345454545454,107.59445454545451,-15.47045454545455,0.6,4.345454545454546,0.5198745454545455,0.42675598181818186,0.19137272727272728,0.04390727272727274,0.0,338929.38181818184,37.836363636363636,
1982,353630.6857142857,0.5852571428571428,0.3858371428571428,0.48627714285714285,105.12957142857144,-15.321314285714289,0.6285714285714286,6.171428571428572,0.5910748571428575,0.35388667314285716,0.22027714285714284,0.19762857142857146,0.0,292995.2,33.91428571428571,
1983,448742.2727272727,0.5859090909090908,0.44895,0.5406727272727271,114.04268181818183,-14.83609090909091,0.5454545454545454,5.7727272727272725,0.4498227272727273,0.4679197136363636,0.23491818181818178,0.04138181818181818,0.0,364606.0909090909,35.40909090909091,
1984,295666.5294117647,0.5151764705882352,0.42890588235294114,0.45944117647058824,112.86723529411762,-15.832588235294118,0.7058823529411765,5.352941176470588,0.577770588235294,0.47380888235294116,0.2074705882352941,0.049058823529411766,0.0,336826.64705882355,31.647058823529413,
1985,361559.8,0.6039714285714288,0.4701228571428571,0.636142857142857,113.90982857142858,-13.69837142857143,0.5714285714285714,5.857142857142857,0.38257599999999997,0.40457674,0.15586,0.04934285714285714,0.0,309193.45714285714,36.08571428571429,
1986,286531.31666666665,0.5445166666666668,0.4185651666666668,0.44782,110.68423333333332,-13.715950000000001,0.6666666666666666,5.883333333333334,0.3341365,0.46326776300000005,0.11987833333333332,0.039165,0.0,319964.18333333335,30.3,
1987,389331.07843137253,0.48478431372549013,0.27569215686274506,0.39133921568627456,110.83372549019607,-16.42078431372549,0.6470588235294118,5.647058823529412,0.7488235294117648,0.3324096152941177,0.15485098039215686,0.04119411764705882,0.0,283105.0588235294,38.490196078431374,
1988,400022.0652173913,0.5014130434782609,0.38516521739130427,0.5456304347826088,124.01710869565218,-14.282608695652176,0.6086956521739131,5.565217391304348,0.618326086956522,0.3408370021739131,0.18583913043478265,0.04903695652173914,0.0,298646.89130434784,35.891304347826086,
1989,442465.2727272727,0.5527954545454544,0.4211022727272727,0.5262613636363637,111.98788636363638,-13.45986363636364,0.5227272727272727,4.954545454545454,0.6518613636363636,0.15446859181818182,0.1626840909090909,0.060765909090909086,0.0,294461.29545454547,38.56818181818182,
1990,515299.8,0.53415,0.3535800000000001,0.48961,112.83109999999999,-13.950849999999999,0.65,5.4,0.6537999999999999,0.36694945,0.15758500000000003,0.03979999999999999,0.0,302469.3,37.6,
1991,398489.125,0.5137749999999999,0.31617750000000006,0.4725499999999999,115.305675,-14.647099999999998,0.525,4.725,0.7231749999999999,0.23832650100000002,0.12377750000000005,0.06496000000000002,0.0,264738.375,41.0,
1992,322366.24242424243,0.5027272727272727,0.3394060606060605,0.42491818181818175,105.71739393939394,-14.83927272727273,0.6060606060606061,4.848484848484849,0.48079475757575757,0.3256284430303031,0.1564757575757576,0.053987878787878786,0.0,263321.3333333333,42.27272727272727,
1993,362661.04761904763,0.5887619047619048,0.488652380952381,0.5889047619047618,110.31857142857146,-14.18242857142857,0.5238095238095238,4.809523809523809,0.43074761904761916,0.24239291619047623,0.23104285714285708,0.07074285714285715,0.0,292768.2380952381,40.476190476190474,
1994,429703.7916666667,0.5260416666666666,0.3559833333333333,0.4330125,112.37404166666668,-13.427666666666667,0.5833333333333334,5.0,0.6868791666666666,0.3523302579166667,0.11074583333333332,0.036816666666666664,0.0,307505.5,41.166666666666664,
1995,426618.23076923075,0.5551923076923078,0.35193461538461535,0.41134230769230773,106.93492307692307,-13.278538461538462,0.5384615384615384,5.115384615384615,0.6249461538461537,0.20039350076923082,0.15250384615384618,0.054069230769230786,0.0,315087.1923076923,41.96153846153846,
