奥体中心,30
元通,28
中胜,25
小行,38
安德门,24
中华门,22
三山街,24
张府园,23
新街口,23
珠江路,25
鼓楼,26
玄武门,24
新模范马路,24
南京站,31
红山动物园,23
迈皋桥,25
油坊桥,30
雨润大街,27
奥体东,26
兴隆大街,25
集庆门大街,26
云锦路,26
莫愁湖,25
汉中门,28
上海路,27
大行宫,25
西安门,26
明故宫,25
苜蓿园,26
下马坊,25
孝陵卫,27
钟灵街,29
马群,30
金马路,39
仙鹤门,32
学则路,32
仙林中心,35
羊山公园,36
南大仙林校区,38
经天路,44
天隆寺,26
软件大道,27
花神庙,26
南京南站,34
双龙大道,28
河定桥,30
胜太路,26
百家湖,28
小龙湾,29
竹山路,31
天印大道,43
龙眠大道,32
南医大江苏经贸学院,34
南京交院,30
中国药科大学,35
梦都大街,19
绿博园,33
江心洲,31
临江,38
浦口万汇城,35
南京工业大学,43
龙华路,43
文德路,40
雨山路,53
禄口机场,73
翔宇路南,62
翔宇路北,55
正方中路,37
吉印大道,44
河海大学佛城西路,36
翠屏山,35
泰山新村,36
泰冯路,34
高新开发区,35
信息工程大学,43
卸甲甸,56
大厂,43
葛塘,40
长芦,31
化工园,32
六合开发区,39
龙池,48
雄州,50
凤凰山公园,48
方州广场,45
沈桥,41
八百桥,53
金牛湖,64
林场,42
星火路,33
东大成贤学院,35
天润城,33
柳洲东路,30
上元门,23
五塘广场,27
小市,24
南京林业大学新庄,26
鸡鸣寺,27
浮桥,27
常府街,24
夫子庙,29
武定门,28
雨花门,28
卡子门,28
大明路,29
明发广场,29
宏运大道,31
胜太西路,31
天元西路,34
九龙湖,35
诚信大道,37
东大九龙湖校区,40
秣周东路,42
